trip_id,start_ts,end_ts,start_lat,start_lon,end_lat,end_lon,distance_m,duration_s,traffic_level,weather,terrain,vehicle_type,priority
trip_1111,2024-06-24T22:53:00,2024-06-24T22:59:14,28.502522788561972,77.20155431760423,28.752126499019244,77.41642272273805,16024,474,1,rain,flat,troop,low
trip_1112,2024-08-02T05:48:00,2024-08-02T06:49:16,28.886082053149096,77.11001627841806,28.877377393439136,77.11355615945558,41749,5293,2,clear,hilly,troop,low
trip_1113,2024-07-16T11:32:00,2024-07-16T12:27:59,28.510491576488803,77.20897759946176,28.781249699872028,77.03882002296287,57688,4165,2,clear,flat,truck,med
trip_1114,2024-05-20T13:33:00,2024-05-20T14:50:01,28.949876707182263,77.23534315761304,29.091147366626483,77.53592964440168,53622,6423,2,rain,flat,truck,low
trip_1115,2024-04-15T06:53:00,2024-04-15T07:23:57,28.66558256132163,77.46232428854896,28.436444787559246,77.52081266644267,55554,1857,0,clear,flat,troop,med
trip_1116,2024-09-15T22:49:00,2024-09-16T00:11:23,28.751627225794806,77.12313418471116,28.77321459807919,77.18170709556192,36254,7463,3,rain,flat,truck,low
trip_1117,2024-08-11T10:16:00,2024-08-11T11:23:32,28.813375218761188,77.34352237978891,28.888904903899,77.49813869091683,28473,3444,0,clear,flat,troop,high
trip_1118,2024-10-08T16:29:00,2024-10-08T17:44:41,28.516202754580032,77.10776410771948,28.498547106710586,77.05859167361909,76270,4323,1,clear,flat,tank,high
trip_1119,2024-11-01T16:11:00,2024-11-01T18:02:28,28.703923981673533,77.10655650287482,28.949202489370343,77.52438700472189,54921,7049,2,clear,flat,truck,high
trip_1120,2024-11-03T19:45:00,2024-11-03T20:32:18,28.626416484474035,77.02267918182103,28.67188409374031,76.92484517844468,13221,3519,2,storm,flat,truck,low
trip_1121,2024-09-10T09:09:00,2024-09-10T10:35:48,28.88753321482969,77.38379519892987,28.847390376795197,77.04264045596689,77704,7499,2,clear,hilly,tank,med
trip_1122,2024-02-10T17:08:00,2024-02-10T18:34:57,28.798987716343678,77.44309153779196,28.79927315320376,77.50157956263435,30638,6385,2,clear,hilly,truck,high
trip_1123,2024-06-23T03:55:00,2024-06-23T04:22:17,28.635301484607925,77.11730252434566,28.709527206967625,77.13512491237488,57722,2029,2,clear,flat,tank,med
trip_1124,2024-08-16T10:46:00,2024-08-16T11:28:49,28.97976606499223,77.4309585712391,28.834773200132247,77.53597517655334,10585,3493,3,clear,flat,truck,med
trip_1125,2024-04-13T20:15:00,2024-04-13T21:32:28,28.885574853293715,77.04550288374382,28.41535010525659,77.17529576259795,35034,6135,1,clear,mountainous,troop,med
trip_1126,2024-07-09T16:30:00,2024-07-09T17:23:40,28.975499981768863,77.13786781517985,28.451266513951456,77.54019409356162,42751,3992,2,clear,flat,tank,low
trip_1127,2024-11-28T15:35:00,2024-11-28T16:35:08,28.698420963125088,77.23813957767074,28.746577015199673,77.50262145477058,40708,4582,1,rain,flat,tank,low
trip_1128,2024-11-22T23:53:00,2024-11-23T01:15:44,28.711878235302432,77.46998002564467,28.520711775994947,77.30807993762262,24161,5708,0,rain,flat,tank,low
trip_1129,2024-04-03T18:06:00,2024-04-03T18:19:41,28.949496290614164,77.11463583037643,28.692898461047513,77.47643240744922,33163,1305,2,rain,hilly,truck,med
trip_1130,2024-10-29T11:47:00,2024-10-29T12:47:01,28.614557229960077,77.18113594497851,28.801623860427213,77.42303448728187,35075,3601,0,clear,flat,truck,low
trip_1131,2024-03-24T06:50:00,2024-03-24T08:31:00,28.639811634024497,77.00391839883166,29.0095992708947,77.16504156312054,40326,6787,1,clear,flat,troop,med
trip_1132,2024-02-14T17:31:00,2024-02-14T18:03:51,28.764363942542463,77.1752811978099,28.86464783672901,77.38783375536802,30822,2601,1,clear,hilly,truck,low
trip_1133,2024-10-01T20:38:00,2024-10-01T22:06:36,28.989590258827803,77.46558504565117,28.9136064119592,77.16549631698159,23619,6751,1,rain,flat,tank,low
trip_1134,2024-10-17T20:32:00,2024-10-17T21:11:06,28.98086892297478,77.03166116021063,28.65143791528817,76.98453504623271,39674,2472,2,clear,flat,truck,high
trip_1135,2024-12-29T19:14:00,2024-12-29T20:11:06,28.930583768446027,77.15763465805885,28.871928343531337,77.51159524608138,47964,4522,1,clear,hilly,truck,low
trip_1136,2024-11-01T11:29:00,2024-11-01T12:25:00,28.966936841453094,77.26240406482223,28.430042671055837,77.52862604158665,67152,4435,1,clear,hilly,tank,low
trip_1137,2024-12-12T15:49:00,2024-12-12T17:15:48,28.948032261871052,77.4722180627904,28.487411888610485,77.45012488455706,24130,6457,2,clear,flat,truck,low
trip_1138,2024-05-30T19:01:00,2024-05-30T20:12:30,28.795318807750636,77.42641460767206,28.46204468155872,77.23855467034795,37647,4290,0,storm,flat,troop,low
trip_1139,2024-06-12T22:19:00,2024-06-12T23:24:27,28.911142602686134,77.41415124396197,28.741724024015184,77.48899556154943,37784,4987,1,rain,flat,tank,med
trip_1140,2024-08-14T14:22:00,2024-08-14T15:20:36,28.854978674037415,77.4617303097167,28.91257867102281,77.34048714176812,19137,3937,1,clear,flat,tank,low
trip_1141,2024-08-18T11:29:00,2024-08-18T12:10:05,28.865125052467217,77.17346518465723,28.47455922578214,77.42316732355707,53454,2834,0,rain,flat,tank,med
trip_1142,2024-03-11T21:53:00,2024-03-11T23:17:19,28.546745987088528,77.37671846424497,28.97916871987689,77.58900695385944,63885,5666,1,clear,flat,tank,low
trip_1143,2024-07-07T11:27:00,2024-07-07T12:27:37,28.675275971253466,77.00987765045078,28.737680568833703,77.46268065711988,26793,5673,3,clear,hilly,troop,med
trip_1144,2024-06-14T00:03:00,2024-06-14T01:34:08,28.573887556133695,77.15146683116083,28.64301069239194,77.18895698301156,41795,6288,0,rain,flat,truck,low
trip_1145,2024-02-04T07:35:00,2024-02-04T08:22:34,28.572298173200323,77.01578778895916,29.055048545335968,77.44672096654426,33293,3538,2,storm,flat,tank,low
trip_1146,2024-09-29T21:30:00,2024-09-29T22:37:01,28.74885859439902,77.14041184767709,28.68863229503401,76.98825509516753,37528,4986,2,clear,flat,tank,low
trip_1147,2024-01-16T02:04:00,2024-01-16T02:59:57,28.706384253815514,77.37630823941693,28.648072180249887,77.03345858992918,14621,3852,0,rain,hilly,truck,high
trip_1148,2024-11-30T19:42:00,2024-11-30T20:55:06,28.570513156721038,77.00531892967311,28.808232127919993,77.14916924147985,48483,6315,2,clear,hilly,tank,low
trip_1149,2024-03-08T21:07:00,2024-03-08T22:07:53,28.734349049994087,77.04737265443623,28.911885325424144,77.59333682351499,50931,5260,2,clear,hilly,troop,med
trip_1150,2024-02-21T16:44:00,2024-02-21T18:02:21,28.939178308762052,77.03741286436629,28.877373256025855,77.42864815728717,21038,6205,1,clear,hilly,tank,low
trip_1151,2024-05-20T16:04:00,2024-05-20T16:58:04,28.594954866811776,77.33758441453963,28.986549134128555,76.92918352517259,36862,4671,2,clear,mountainous,troop,med
trip_1152,2024-11-24T14:10:00,2024-11-24T15:06:13,28.886947746604463,77.07616455844752,28.70911650842154,77.38819342027496,40019,3373,0,clear,flat,troop,low
trip_1153,2024-01-19T22:39:00,2024-01-19T23:38:22,28.502109256931625,77.2979833759122,28.783247514639864,77.16645658527257,42875,3989,1,clear,flat,truck,low
trip_1154,2024-05-21T16:53:00,2024-05-21T18:37:08,28.95157539615555,77.32298819608063,28.590063592963688,77.24781797047261,28325,8997,2,clear,hilly,tank,low
trip_1155,2024-06-07T21:50:00,2024-06-07T23:19:32,28.918036272699855,77.07298847069488,28.589893875422636,77.12055588050127,38136,8111,3,rain,flat,tank,low
trip_1156,2024-07-03T00:43:00,2024-07-03T01:53:03,28.585440108837336,77.12021010884055,28.576161911802178,77.4154224904116,36024,4203,0,clear,flat,truck,low
trip_1157,2024-11-23T08:22:00,2024-11-23T09:29:50,28.529849666307292,77.11315388378972,28.549549583233826,77.1442687590652,33283,5860,2,clear,hilly,tank,med
trip_1158,2024-08-23T11:01:00,2024-08-23T11:56:55,28.549810423861633,77.02656238407366,28.67890488450673,77.06166819151385,44044,4562,3,storm,flat,tank,low
trip_1159,2024-08-10T21:56:00,2024-08-10T22:56:22,28.877233939020606,77.14646204683507,29.08336204114645,77.02552113107771,18866,3078,0,clear,flat,tank,high
trip_1160,2024-04-29T21:57:00,2024-04-29T22:36:48,28.753277648095317,77.27261149051584,28.999667296337474,77.00450127489103,30649,2388,0,clear,flat,tank,med
trip_1161,2024-09-17T02:08:00,2024-09-17T02:57:30,28.543935209692556,77.38003776439122,28.454944565886315,77.15059396858389,45310,2970,0,clear,flat,tank,med
trip_1162,2024-02-18T10:28:00,2024-02-18T11:10:42,28.705077182791953,77.11804433254001,28.522637203164727,77.52849156566825,25640,3176,2,clear,flat,tank,med
trip_1163,2024-07-02T18:29:00,2024-07-02T20:02:21,28.897095252223224,77.46024805473131,28.807867505029197,77.23786755432569,1000,1036,2,clear,mountainous,tank,low
trip_1164,2024-12-29T13:47:00,2024-12-29T14:35:26,28.728792644827138,77.30695431191938,28.650633239074025,77.00729894568971,27288,3690,1,rain,flat,troop,low
trip_1165,2024-09-01T00:55:00,2024-09-01T02:12:51,28.742242242883044,77.30805084143054,28.548855524274448,77.54804159682618,45252,5371,0,rain,flat,troop,low
trip_1166,2024-09-29T14:52:00,2024-09-29T15:52:15,28.72248566830551,77.15140956719678,28.7361424495291,76.98826171063007,30777,4482,2,clear,flat,troop,med
trip_1167,2024-10-05T23:55:00,2024-10-06T01:27:34,28.872971952840732,77.44410335608391,28.90519644922021,77.07603088390805,36348,7331,1,storm,hilly,truck,low
trip_1168,2024-01-06T06:10:00,2024-01-06T07:26:55,28.739665663397876,77.15500499818998,28.66387223400502,77.50964510123933,44570,6414,2,rain,flat,truck,low
trip_1169,2024-09-22T06:48:00,2024-09-22T07:42:33,28.772331273978867,77.46818796310794,28.693360148608296,77.5378629178448,30016,3665,1,clear,flat,tank,low
trip_1170,2024-01-13T11:11:00,2024-01-13T11:49:11,28.907565555577612,77.12347642070061,29.001478961486534,77.23660422237624,34462,3115,3,clear,flat,tank,med
trip_1171,2024-11-02T18:31:00,2024-11-02T19:42:24,28.829988622062316,77.02673244455487,28.767262622301,77.2565346901873,27234,4798,1,clear,flat,tank,med
trip_1172,2024-04-22T09:37:00,2024-04-22T10:03:41,28.862497285793857,77.45440733230511,29.059792970132897,77.4830285838987,37527,1985,2,clear,flat,truck,med
trip_1173,2024-05-18T07:37:00,2024-05-18T08:41:19,28.64799689787815,77.45592526952775,28.498574209906423,77.41208898759918,38325,4322,1,clear,flat,truck,low
trip_1174,2024-09-10T13:42:00,2024-09-10T14:37:15,28.843761157743675,77.40264854280252,28.674602184642648,77.07245380443355,65405,3494,2,clear,flat,tank,high
trip_1175,2024-04-02T13:55:00,2024-04-02T15:14:54,28.827779079009577,77.05318505023621,28.59752157991726,77.06902201946642,37315,5369,1,clear,flat,truck,low
trip_1176,2024-07-08T03:47:00,2024-07-08T04:40:59,28.739727338326286,77.08634438326634,28.893042307811932,77.53162683267901,8429,3627,1,clear,flat,tank,low
trip_1177,2024-12-10T16:10:00,2024-12-10T16:47:32,28.785503451583335,77.14067922404975,29.03006860301109,77.345382486364,79094,2792,2,clear,flat,truck,low
trip_1178,2024-04-19T05:53:00,2024-04-19T07:09:42,28.99310050452321,77.16161164536004,28.55572246198486,77.12079271092207,32642,3911,0,clear,flat,tank,high
trip_1179,2024-06-16T11:25:00,2024-06-16T12:50:15,28.649189848626225,77.13992902744437,28.814615466913917,76.90485206850018,61381,6342,2,clear,flat,tank,med
trip_1180,2024-01-18T11:44:00,2024-01-18T12:41:35,28.50108855792267,77.23415369754832,28.463305936127547,77.51001762612346,39211,4975,2,storm,hilly,tank,low
trip_1181,2024-11-26T06:35:00,2024-11-26T07:01:51,28.65270083498729,77.35372347225606,28.771962116407515,76.92095571912186,50963,2190,3,clear,flat,tank,low
trip_1182,2024-06-15T18:37:00,2024-06-15T19:36:49,28.762972171999383,77.18089741823366,28.540560770827064,77.52791014230482,36937,4737,1,storm,hilly,troop,low
trip_1183,2024-04-30T10:15:00,2024-04-30T11:21:15,28.763330654247415,77.29147951359768,29.079071999526697,77.32113854819625,36268,5048,1,rain,flat,truck,med
trip_1184,2024-04-07T06:35:00,2024-04-07T07:32:11,28.75666799220919,77.41745153591887,28.414296956973782,76.9601070741996,44024,3616,2,clear,flat,tank,high
trip_1185,2024-04-17T11:41:00,2024-04-17T12:46:31,28.81799702077859,77.1728627840078,28.50579540830617,77.15357836486052,31927,6250,2,rain,hilly,truck,low
trip_1186,2024-08-28T04:53:00,2024-08-28T05:37:09,28.85920364581255,77.17311562212694,29.045161990440704,77.05750165217594,52361,2649,0,clear,flat,truck,low
trip_1187,2024-03-21T12:02:00,2024-03-21T13:10:03,28.591015510150413,77.35602989242437,28.654212983978862,76.95536167058928,15763,5062,2,clear,flat,truck,low
trip_1188,2024-02-16T01:48:00,2024-02-16T02:44:24,28.80788369337104,77.26034013748458,28.43619252393892,77.46469488990846,37813,4060,0,clear,hilly,tank,low
trip_1189,2024-08-06T12:28:00,2024-08-06T12:46:38,28.62275071590064,77.28006815597368,28.887616122748536,77.25437177390661,17310,1643,1,rain,hilly,truck,low
trip_1190,2024-05-14T02:23:00,2024-05-14T02:46:37,28.92577908185172,77.28584019436792,28.776334847997774,76.93827523088531,46066,1587,1,clear,flat,troop,low
trip_1191,2024-06-22T05:32:00,2024-06-22T06:38:33,28.67875255834835,77.18052744174346,28.76862834243445,76.98704158022734,63719,5071,1,rain,flat,troop,low
trip_1192,2024-06-18T08:39:00,2024-06-18T09:51:24,28.60338962539677,77.06927484811885,28.81172966667369,77.42872921869646,39819,5734,1,clear,hilly,troop,low
trip_1193,2024-01-05T16:51:00,2024-01-05T18:00:50,28.84245991246742,77.0074601519593,28.40907240275564,76.94405189690396,36711,6536,3,clear,hilly,truck,med
trip_1194,2024-01-29T17:03:00,2024-01-29T17:40:30,28.816738447387394,77.35917880057727,29.03730817341789,77.18465472638644,47873,2970,1,clear,hilly,truck,low
trip_1195,2024-07-09T23:11:00,2024-07-09T23:53:57,28.58993796375503,77.2968194410689,28.96242040279011,77.25922825687508,24287,2886,1,storm,flat,troop,med
trip_1196,2024-06-16T20:00:00,2024-06-16T20:55:08,28.69876932335175,77.22943134633407,28.866434612075455,77.11307589033646,33354,4862,1,rain,hilly,troop,low
trip_1197,2024-07-16T15:32:00,2024-07-16T16:33:39,28.970044530485083,77.16245187926802,28.920101911438962,76.92131589720516,40174,4438,0,clear,hilly,truck,med
trip_1198,2024-01-12T16:24:00,2024-01-12T17:35:12,28.634579571866436,77.03903806940671,28.61715439457974,76.93916751131702,37476,4272,0,clear,flat,truck,low
trip_1199,2024-04-24T04:48:00,2024-04-24T06:01:34,28.936211275036133,77.22584155053516,28.84197816513071,77.04878899696715,1425,1272,2,clear,flat,troop,med
trip_1200,2024-10-06T23:47:00,2024-10-07T00:38:47,28.805132078770395,77.36795189733968,28.73619718975435,77.17632392380507,54193,4101,1,clear,hilly,truck,med
trip_1201,2024-12-04T04:01:00,2024-12-04T05:22:46,28.660784666923767,77.30916435330604,28.58871826658111,77.54552254919925,39341,5296,1,rain,flat,tank,high
trip_1202,2024-03-01T11:46:00,2024-03-01T12:29:20,28.54901490431718,77.21540130218408,28.53351056925391,77.25866004240093,40851,2912,1,clear,flat,truck,low
trip_1203,2024-01-22T10:22:00,2024-01-22T10:42:58,28.79107823631188,77.13675188675961,28.841777481387084,77.54918087305137,20390,1408,1,clear,flat,tank,low
trip_1204,2024-02-01T14:40:00,2024-02-01T15:57:35,28.664539522212397,77.38207012785875,28.73167784386736,77.41242541406027,42363,5586,0,clear,hilly,tank,low
trip_1205,2024-03-31T04:38:00,2024-03-31T05:36:11,28.50087158584877,77.26998660208204,28.698787288174678,77.39752121057495,70145,4433,1,rain,flat,truck,low
trip_1206,2024-07-03T09:12:00,2024-07-03T09:56:23,28.70920694779832,77.03043954702474,28.778326126212512,76.95797147191831,12984,3302,2,clear,flat,tank,low
trip_1207,2024-08-30T08:22:00,2024-08-30T09:25:24,28.69424308756631,77.06842067928804,28.74487106578744,77.29634712740713,34598,3804,0,clear,flat,troop,low
trip_1208,2024-07-14T15:00:00,2024-07-14T16:14:23,28.50152597874128,77.48061015502157,28.810525381186586,77.02909355494734,43327,4998,1,clear,flat,troop,low
trip_1209,2024-05-16T19:49:00,2024-05-16T20:34:24,28.843630478787897,77.44661837878337,28.806505178214284,77.01221118062202,42542,3377,2,clear,flat,troop,med
trip_1210,2024-04-19T23:44:00,2024-04-20T00:20:23,28.62070586808911,77.36758330732629,28.778563321631395,77.29723677566385,47163,2444,1,clear,flat,truck,low
trip_1211,2024-01-22T22:00:00,2024-01-22T22:44:27,28.54624921473123,77.43088910285474,28.433054303384672,77.0116041830333,64944,3151,2,rain,flat,truck,high
trip_1212,2024-04-12T16:53:00,2024-04-12T17:16:43,28.578291247916667,77.37291620051732,28.843300656290765,77.52162453050356,35481,1807,1,rain,flat,truck,med
trip_1213,2024-11-15T17:18:00,2024-11-15T18:24:18,28.96306050384584,77.30063462779587,28.86113888134619,77.0927421547688,40400,4455,1,clear,flat,truck,med
trip_1214,2024-03-16T14:00:00,2024-03-16T14:57:41,28.65506736464932,77.42971025378445,28.460626610388335,77.10936605112727,55944,3461,0,clear,flat,tank,low
trip_1215,2024-10-18T22:40:00,2024-10-18T23:51:21,28.693097007811335,77.34618478057006,28.751017326756017,77.2934232806948,23404,5308,2,clear,flat,truck,low
trip_1216,2024-09-07T05:43:00,2024-09-07T07:17:28,28.791132048450592,77.11353614699169,28.511736116841984,77.20820580990465,46161,7481,1,clear,hilly,tank,low
trip_1217,2024-02-10T19:48:00,2024-02-10T21:18:02,28.837372957470023,77.023585324673,28.645236295573696,77.45304071398031,64966,6050,1,clear,flat,truck,med
trip_1218,2024-12-08T13:56:00,2024-12-08T14:57:11,28.895946600780682,77.03597448864684,28.74559878731405,76.99615242577099,55301,4552,2,clear,flat,troop,low
trip_1219,2024-10-10T08:49:00,2024-10-10T09:42:45,28.886454902033222,77.49735953111136,28.54202635980432,76.96887841074084,22682,4257,1,clear,mountainous,truck,low
trip_1220,2024-12-30T09:00:00,2024-12-30T09:53:41,28.630718719270938,77.08118905428414,29.074079254617203,76.9440179524816,66908,3704,0,rain,flat,troop,low
trip_1221,2024-12-12T15:22:00,2024-12-12T16:31:22,28.673261200748282,77.12523016486162,28.41106986999967,77.47669436957138,27062,4162,0,clear,flat,tank,low
trip_1222,2024-08-13T02:00:00,2024-08-13T03:08:28,28.850036057027015,77.06050737680502,28.531974818899467,77.38457355652365,28354,5422,1,clear,hilly,tank,low
trip_1223,2024-05-13T06:26:00,2024-05-13T08:06:44,28.959085971027744,77.45659428276151,28.772690170905214,77.1885209531256,16004,8219,3,clear,flat,troop,med
trip_1224,2024-01-21T08:07:00,2024-01-21T09:04:11,28.565232262688,77.04634671611176,28.812108483987892,77.29448578382207,53381,3431,0,clear,flat,tank,low
trip_1225,2024-07-23T03:46:00,2024-07-23T04:53:41,28.77834473851987,77.45509234880492,28.506460774215864,77.0585694521991,75498,4061,0,fog,flat,troop,low
trip_1226,2024-12-10T03:49:00,2024-12-10T04:59:46,28.634987530548308,77.30370254086341,29.01171718734828,77.06744844430865,14590,6411,3,rain,flat,troop,low
trip_1227,2024-07-26T19:15:00,2024-07-26T19:50:51,28.868531605124836,77.04461573655887,28.553935535710963,76.90819792030723,27676,2989,2,rain,flat,troop,low
trip_1228,2024-04-08T02:03:00,2024-04-08T03:24:58,28.67399261593181,77.48398725573888,28.637941572026442,76.90620452019738,78414,5901,0,clear,hilly,troop,low
trip_1229,2024-04-21T11:47:00,2024-04-21T12:36:01,28.743022530663037,77.3491534187491,28.86077458571566,76.96283596951847,32438,3882,1,clear,hilly,tank,med
trip_1230,2024-08-15T23:56:00,2024-08-16T00:41:48,28.59235971000346,77.3515252833073,29.0338739218539,77.05590261466553,53992,4149,3,rain,flat,tank,med
trip_1231,2024-05-24T14:08:00,2024-05-24T15:01:30,28.81014882786357,77.13259912404985,29.034794899711965,77.09142688134092,45767,4847,3,rain,flat,tank,low
trip_1232,2024-05-03T22:27:00,2024-05-03T23:34:13,28.95884504999969,77.26981265182339,29.071852744919973,77.0451728162285,57897,5000,2,clear,flat,tank,low
trip_1233,2024-07-26T07:56:00,2024-07-26T08:37:05,28.85502962403816,77.17149590336807,28.62917068655017,77.57634088398693,8255,3056,2,clear,flat,tank,low
trip_1234,2024-01-25T20:26:00,2024-01-25T21:10:35,28.951721758241558,77.13227872613145,28.626981171709286,77.25869192783131,31056,2996,1,clear,flat,troop,med
trip_1235,2024-11-04T11:03:00,2024-11-04T11:30:50,28.620478159643714,77.16257091625286,28.819721553436892,77.44348664783878,31877,1670,0,clear,flat,tank,med
trip_1236,2024-09-12T03:21:00,2024-09-12T04:04:31,28.707621461976846,77.17371501317461,29.093199496605394,77.38493249613973,9057,2219,0,clear,flat,tank,high
trip_1237,2024-10-12T01:49:00,2024-10-12T02:51:40,28.786758811263315,77.3865552854278,28.60963209462595,76.92226132754739,13217,5113,3,clear,flat,tank,low
trip_1238,2024-02-18T14:26:00,2024-02-18T15:18:36,28.8099518894837,77.19179045295408,28.840282135020427,77.18514976069866,42582,3156,0,clear,flat,truck,low
trip_1239,2024-09-30T03:59:00,2024-09-30T05:14:34,28.75759470128609,77.3739802470566,28.46461127828156,77.51537729046342,67316,4316,1,clear,flat,truck,high
trip_1240,2024-11-30T10:35:00,2024-11-30T12:00:43,28.949993354477808,77.03256496320255,28.703733708099957,77.05146348362895,61553,7405,2,clear,hilly,tank,low
trip_1241,2024-02-01T20:03:00,2024-02-01T21:12:28,28.88364007282301,77.09248319172518,28.880505012379782,76.90561128892038,34205,6001,2,clear,hilly,truck,low
trip_1242,2024-03-05T03:58:00,2024-03-05T05:00:46,28.955073299115917,77.09636877703579,28.718009018516234,77.55988366099403,26766,5121,3,clear,flat,truck,low
trip_1243,2024-01-17T05:51:00,2024-01-17T07:04:52,28.57670242930928,77.47058522269265,29.038864603366083,77.48266440469523,56081,6382,2,clear,mountainous,troop,low
trip_1244,2024-06-28T02:04:00,2024-06-28T03:55:52,28.78059895673098,77.30174792860262,28.414504820445412,77.41309152192952,20338,7074,2,fog,flat,tank,high
trip_1245,2024-11-20T06:47:00,2024-11-20T07:40:50,28.661215735433117,77.37083063391691,28.79004725233218,77.39604628382443,36858,3617,1,clear,flat,truck,med
trip_1246,2024-09-28T00:55:00,2024-09-28T01:42:38,28.657201575160126,77.33212561323575,28.595364795000183,77.38329159451386,49619,3543,2,storm,flat,troop,med
trip_1247,2024-02-29T22:24:00,2024-02-29T23:41:30,28.581667322291423,77.13379319410153,28.866063790114993,77.50299025030267,36389,5208,1,clear,flat,truck,low
trip_1248,2024-07-09T05:07:00,2024-07-09T06:10:35,28.942372822803808,77.00509258193584,28.718769267275917,77.42485324743888,21890,5035,1,clear,hilly,truck,low
trip_1249,2024-10-03T21:05:00,2024-10-03T21:46:53,28.670472819409195,77.11581261342727,29.088807515767467,77.56033013232916,54492,2889,0,rain,flat,troop,low
trip_1250,2024-03-27T17:31:00,2024-03-27T18:26:24,28.99261720139536,77.11251011088827,28.59617831040908,76.90945673565476,5906,3842,3,clear,flat,tank,high
trip_1251,2024-01-15T01:55:00,2024-01-15T02:23:27,28.53636913120467,77.34036003299572,28.9450398531427,77.20746621748206,42062,2116,2,clear,flat,troop,med
trip_1252,2024-10-11T17:26:00,2024-10-11T18:19:58,28.654582362303945,77.17370012956815,28.617196432951047,76.92364786344608,29765,3626,1,clear,flat,tank,med
trip_1253,2024-07-21T03:44:00,2024-07-21T05:03:40,28.708088015361014,77.02657815909899,28.7607601934095,77.42645715739516,26350,4780,0,clear,flat,tank,low
trip_1254,2024-09-25T18:44:00,2024-09-25T20:10:53,28.687562060368744,77.41290316672745,28.85838743437257,77.58134438303497,35969,8288,2,rain,hilly,truck,low
trip_1255,2024-07-12T16:51:00,2024-07-12T17:48:41,28.519486563489952,77.1337650303199,28.639859961112307,77.23974402344545,68406,3876,1,clear,flat,troop,med
trip_1256,2024-05-09T19:34:00,2024-05-09T19:59:55,28.662715414931668,77.41572176388202,28.460127860025526,76.9800359105803,23882,1928,2,clear,flat,tank,med
trip_1257,2024-01-20T23:28:00,2024-01-21T00:20:08,28.71753556415773,77.21497162511668,28.706031456159526,77.0481398412885,66440,3128,0,storm,flat,tank,low
trip_1258,2024-06-15T22:21:00,2024-06-15T23:42:42,28.72068584437652,77.17883101258293,28.656942590357424,77.54967530515852,32478,4166,0,clear,flat,troop,high
trip_1259,2024-01-15T06:22:00,2024-01-15T07:39:05,28.891193557136873,77.16046148531166,28.564779231834347,76.90668523932538,18630,6798,1,rain,mountainous,troop,low
trip_1260,2024-03-27T04:48:00,2024-03-27T05:58:59,28.64858258317965,77.04296942866031,28.970244745005786,77.00023729944299,18368,5281,2,clear,flat,tank,low
trip_1261,2024-03-14T01:08:00,2024-03-14T02:31:33,28.533173063257554,77.3582888107471,28.589650727959057,77.50508632477592,28962,5614,1,clear,flat,troop,low
trip_1262,2024-01-08T13:35:00,2024-01-08T14:53:10,28.823093128379227,77.04195776104208,28.99781629173006,77.25608981451302,48108,4690,0,clear,flat,tank,med
trip_1263,2024-04-26T14:32:00,2024-04-26T15:23:54,28.990369637684,77.48574307162829,28.8048022496186,77.1454719857529,50977,3487,1,clear,flat,tank,low
trip_1264,2024-07-12T09:37:00,2024-07-12T10:29:26,28.718852393704044,77.49464840581997,28.49053821731161,77.11470365548028,42295,3901,2,clear,flat,truck,low
trip_1265,2024-03-19T14:31:00,2024-03-19T15:29:44,28.925494027868204,77.19134891497579,28.820635289942295,76.9019890479962,43802,4475,1,rain,flat,troop,low
trip_1266,2024-08-03T14:23:00,2024-08-03T15:10:14,28.656993625671824,77.25324680691875,28.76720154392965,77.54276250378712,47321,3740,1,clear,hilly,tank,low
trip_1267,2024-07-21T09:22:00,2024-07-21T10:17:02,28.885462123318273,77.32596381882789,28.966946411387706,77.08682706873307,52544,4754,2,clear,hilly,truck,med
trip_1268,2024-08-22T18:07:00,2024-08-22T19:21:11,28.63123679089814,77.43390247113366,28.856992263487573,77.57954760987754,31050,4985,1,clear,flat,truck,med
trip_1269,2024-10-22T05:08:00,2024-10-22T06:47:32,28.727957826736183,77.0407254677523,28.660247088342892,77.5357677113474,50119,7883,1,clear,hilly,truck,low
trip_1270,2024-02-06T19:00:00,2024-02-06T20:03:08,28.508173810758528,77.12143278500375,28.681243654707497,77.29437529367522,28680,4697,2,clear,flat,truck,low
trip_1271,2024-08-27T05:33:00,2024-08-27T06:27:02,28.54050107208867,77.44786313552767,28.583421163440374,77.59302396212071,35113,3631,1,clear,flat,truck,low
trip_1272,2024-10-31T07:26:00,2024-10-31T08:16:52,28.568797937115082,77.2322308384288,28.555707289821147,77.55366621154032,30117,3052,0,clear,flat,truck,low
trip_1273,2024-09-12T19:05:00,2024-09-12T20:04:08,28.670335752254477,77.03759568268816,28.523526292799385,77.39036054330327,59526,4399,2,clear,flat,tank,med
trip_1274,2024-10-23T22:48:00,2024-10-23T23:18:37,28.90381639264247,77.38467086699868,28.917647258283672,77.11244883116558,16914,2865,3,clear,hilly,tank,med
trip_1275,2024-01-25T04:46:00,2024-01-25T05:29:57,28.912564121539916,77.15281906652635,28.413935453616567,77.43350261237478,29526,2637,0,fog,flat,tank,low
trip_1276,2024-05-15T17:51:00,2024-05-15T18:58:43,28.680384317689807,77.47539402149738,29.069610263951102,77.50673638482843,17177,5038,2,clear,flat,tank,low
trip_1277,2024-09-18T22:27:00,2024-09-18T23:28:44,28.510649744296707,77.16782870577828,28.656727620585503,77.12078194692691,50980,3998,1,rain,flat,truck,high
